GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;62;66;56;82;INDUSTRIAL ENGINEERING;84;67;31;94;10;143;156;66;4;3;4;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;57;61;67;65;CHEMICAL ENGINEERING;40;61;70;79;31;169;154;63;4;3;4;3
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;79;68;80;78;CIVIL ENGINEERING;86;94;91;97;53;53;185;94;5;4;2;3
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;54;52;61;59;INDUSTRIAL ENGINEERING;65;48;65;59;2;141;142;43;3;2;3;2
M;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;54;50;56;53;ELECTRONIC ENGINEERING;71;28;16;37;8;101;129;23;2;1;4;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;71;59;63;55;INDUSTRIAL ENGINEERING;87;88;80;72;16;195;166;79;4;4;3;2
M;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;85;62;60;74;58;ELECTRONIC ENGINEERING;95;59;60;66;93;60;172;84;5;4;1;2
F;No;No;No;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;42;54;53;48;57;INDUSTRIAL ENGINEERING;29;58;77;77;71;137;158;68;4;3;3;2
F;Yes;No;Yes;No;No;No;No;Yes;No;Yes;PUBLIC;ACADEMIC;62;62;64;56;49;INDUSTRIAL ENGINEERING;74;41;68;62;58;181;156;65;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;52;47;52;45;49;INDUSTRIAL ENGINEERING;78;9;22;21;50;135;133;29;2;2;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;52;43;55;54;INDUSTRIAL ENGINEERING;51;14;50;72;65;82;147;51;3;3;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;75;64;74;59;67;INDUSTRIAL ENGINEERING;95;65;67;98;66;175;179;90;5;4;4;4
M;Yes;Yes;No;No;No;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;66;64;62;67;71;INDUSTRIAL ENGINEERING;96;80;99;89;66;195;189;96;5;4;3;2
M;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;70;71;64;54;INDUSTRIAL ENGINEERING;82;78;90;78;33;162;169;82;5;4;4;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;49;60;57;50;54;AERONAUTICAL ENGINEERING;70;78;3;80;44;149;148;54;3;3;2;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;53;53;58;40;CIVIL ENGINEERING;74;24;28;31;20;126;135;32;2;2;2;2
M;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;54;60;85;62;ELECTRONIC ENGINEERING;91;93;1;1;61;180;122;14;1;1;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;52;59;61;57;CIVIL ENGINEERING;57;94;82;68;70;146;171;83;5;4;3;2
M;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;47;61;52;52;CHEMICAL ENGINEERING;79;86;74;55;99;152;178;89;5;4;3;4
M;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;87;69;80;78;CHEMICAL ENGINEERING;99;89;97;95;75;205;195;98;5;4;4;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;62;55;56;63;65;CHEMICAL ENGINEERING;67;83;82;87;94;170;180;91;5;4;4;4
M;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;60;64;62;60;INDUSTRIAL ENGINEERING;80;56;58;70;31;144;156;65;4;3;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;72;77;85;90;INDUSTRIAL ENGINEERING;90;98;96;98;51;190;191;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;72;66;81;75;MECHANICAL ENGINEERING;69;34;80;96;90;90;173;86;5;4;4;4
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;59;52;58;57;CHEMICAL ENGINEERING;24;22;17;80;59;124;138;37;2;2;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;87;68;74;100;90;CHEMICAL ENGINEERING;98;89;92;95;76;153;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;50;51;55;50;62;MECHANICAL ENGINEERING;87;61;67;77;11;174;158;68;4;3;2;2
M;No;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;47;53;48;48;48;MECHATRONICS ENGINEERING;37;5;13;10;55;94;121;13;1;1;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;74;72;62;59;45;CATASTRAL ENGINEERING AND GEODESY;65;55;37;16;19;37;138;37;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;62;62;52;69;55;CIVIL ENGINEERING;93;51;57;82;58;131;165;77;4;4;4;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;62;62;55;50;53;CIVIL ENGINEERING;59;41;74;65;88;165;161;73;4;3;2;2
M;No;No;Yes;No;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;73;64;68;72;67;PRODUCTION ENGINEERING;91;93;91;89;33;91;180;91;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;77;74;69;72;76;ELECTRONIC ENGINEERING;99;100;94;95;61;186;199;99;5;4;2;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;68;77;66;82;CONTROL ENGINEERING;97;83;89;95;97;89;196;98;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;68;64;68;80;57;INDUSTRIAL ENGINEERING;92;94;96;68;68;184;183;93;5;4;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;59;58;60;62;45;CHEMICAL ENGINEERING;75;89;81;89;71;89;178;90;5;4;2;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;49;52;53;58;50;CIVIL ENGINEERING;87;45;74;29;47;149;154;62;4;3;2;2
F;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;61;64;58;69;49;INDUSTRIAL ENGINEERING;94;88;83;61;12;12;166;78;4;4;3;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;58;62;53;53;58;INDUSTRIAL ENGINEERING;77;32;31;85;86;153;159;70;4;3;3;4
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;56;59;69;63;70;CIVIL ENGINEERING;99;56;52;83;34;34;166;78;4;4;2;3
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;54;79;55;55;59;CIVIL ENGINEERING;91;95;73;72;43;43;172;85;5;4;2;4
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;43;54;50;53;59;INDUSTRIAL ENGINEERING;49;52;13;51;35;172;137;35;2;2;3;2
M;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;89;96;100;80;CHEMICAL ENGINEERING;100;100;96;99;95;197;228;100;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;100;72;68;100;95;INDUSTRIAL ENGINEERING;100;89;12;99;33;189;174;86;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;79;64;66;77;75;CIVIL ENGINEERING;99;93;92;95;61;202;192;97;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;80;79;77;77;85;CIVIL ENGINEERING;100;90;92;100;68;192;198;99;5;4;4;2
M;Yes;No;Yes;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;80;67;64;86;82;CATASTRAL ENGINEERING AND GEODESY;94;89;91;97;80;91;191;96;5;4;3;2
F;No;No;No;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;79;64;57;72;76;INDUSTRIAL ENGINEERING;71;67;36;89;95;36;170;83;5;4;2;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;64;60;58;61;78;CIVIL ENGINEERING;88;86;15;93;98;98;177;88;5;4;2;4
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;78;85;69;81;80;CIVIL ENGINEERING;98;97;95;91;75;188;195;98;5;4;2;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;47;64;57;50;65;INDUSTRIAL ENGINEERING;88;70;75;59;38;138;162;74;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;47;55;57;44;46;CIVIL ENGINEERING;36;28;42;19;46;130;134;30;2;2;3;3
M;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;50;53;55;46;INDUSTRIAL ENGINEERING;46;47;40;24;18;148;135;32;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;65;85;72;85;90;INDUSTRIAL ENGINEERING;98;98;99;100;75;202;205;100;5;4;1;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;54;59;50;53;CIVIL ENGINEERING;42;26;23;77;4;92;131;26;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;64;69;71;59;MECHANICAL ENGINEERING;99;96;90;83;50;101;186;94;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;61;55;60;61;53;MECHANICAL ENGINEERING;82;35;55;79;7;118;148;54;3;3;2;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;51;54;55;54;49;INDUSTRIAL ENGINEERING;88;41;70;41;76;158;159;70;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;80;64;68;82;76;ELECTRONIC ENGINEERING;97;63;91;94;0;91;150;57;3;3;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;54;61;64;65;INDUSTRIAL ENGINEERING;86;82;84;96;40;169;177;89;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;73;53;55;64;62;CONTROL ENGINEERING;59;72;46;88;60;46;162;74;4;3;1;2
F;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;74;66;55;62;CATASTRAL ENGINEERING AND GEODESY;89;89;99;88;89;99;193;97;5;4;1;2
M;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;61;62;62;61;73;INDUSTRIAL ENGINEERING;89;67;80;58;85;155;171;84;5;4;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;55;56;57;48;46;INDUSTRIAL ENGINEERING;77;51;47;72;68;148;159;69;4;3;4;4
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;57;53;61;71;INDUSTRIAL ENGINEERING;65;49;57;73;70;180;158;69;4;3;4;4
F;No;No;No;No;No;No;Yes;Yes;No;Yes;PUBLIC;ACADEMIC;69;67;69;70;58;PRODUCTION ENGINEERING;90;100;80;71;72;80;184;93;5;4;2;2
F;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;56;85;66;68;71;PRODUCTION ENGINEERING;88;95;86;71;45;86;174;86;5;4;2;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;49;38;42;44;46;CIVIL ENGINEERING;47;12;3;38;1;99;111;6;1;1;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;51;54;59;51;75;INDUSTRIAL ENGINEERING;87;25;9;85;44;44;147;52;3;3;4;4
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;62;62;65;75;INDUSTRIAL ENGINEERING;37;53;54;83;72;158;157;67;4;3;2;2
M;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;62;57;65;50;CIVIL ENGINEERING;80;99;89;84;7;171;172;84;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;54;60;57;65;65;CHEMICAL ENGINEERING;86;2;33;71;92;108;149;56;3;3;3;4
M;Yes;No;No;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;69;45;52;58;49;MECHANICAL ENGINEERING;87;35;8;71;39;123;144;47;3;2;1;4
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;64;64;72;64;CIVIL ENGINEERING;94;78;47;89;86;164;176;88;5;4;2;3
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;59;44;50;46;62;INDUSTRIAL ENGINEERING;59;19;39;65;83;150;149;55;3;3;2;2
F;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;56;64;66;63;57;INDUSTRIAL ENGINEERING;61;56;13;59;20;153;139;38;2;2;3;2
M;No;Yes;No;Yes;No;No;No;Yes;No;Yes;PUBLIC;ACADEMIC;55;54;57;56;58;MECHANICAL ENGINEERING;70;35;89;56;23;164;153;62;4;3;1;2
M;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;67;71;65;75;CONTROL ENGINEERING;83;49;43;79;76;43;162;74;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;60;44;50;56;52;INDUSTRIAL ENGINEERING;45;2;5;10;3;94;106;4;1;1;2;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;60;57;48;43;ELECTRONIC ENGINEERING;61;45;24;24;15;15;133;29;2;2;4;4
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;74;74;75;80;CATASTRAL ENGINEERING AND GEODESY;95;96;45;87;79;45;180;91;5;4;2;2
M;No;No;No;No;No;No;No;No;No;Yes;PUBLIC;TECHNICAL/ACADEMIC;87;60;64;80;80;CIVIL ENGINEERING;100;97;94;95;24;209;192;97;5;4;1;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;64;57;64;62;50;INDUSTRIAL ENGINEERING;89;74;31;57;46;57;155;65;4;3;1;3
F;No;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;70;68;69;65;60;INDUSTRIAL ENGINEERING;63;68;75;75;80;147;167;80;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;74;62;64;76;INDUSTRIAL ENGINEERING;85;61;67;96;77;144;175;87;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;85;82;81;95;CIVIL ENGINEERING;100;99;100;100;89;212;214;100;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;59;48;50;50;60;INDUSTRIAL ENGINEERING;72;4;10;79;42;107;136;33;2;2;4;4
F;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;72;66;91;95;INDUSTRIAL ENGINEERING;91;100;94;96;77;96;198;98;5;4;4;3
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;68;68;85;64;ELECTRONIC ENGINEERING;96;79;67;77;29;67;168;81;5;4;3;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;60;50;55;48;53;CIVIL ENGINEERING;54;43;62;32;31;145;143;45;3;2;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;64;59;74;49;INDUSTRIAL ENGINEERING;87;91;83;62;20;184;167;79;4;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;85;72;96;68;78;CIVIL ENGINEERING;91;99;100;99;90;183;206;100;5;4;4;2
F;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;83;60;60;80;59;CATASTRAL ENGINEERING AND GEODESY;95;77;96;73;26;96;174;86;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;47;53;48;51;49;CIVIL ENGINEERING;44;49;25;38;34;119;136;34;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;54;53;59;56;52;CIVIL ENGINEERING;46;62;47;43;17;120;142;43;3;2;2;3
F;Yes;Yes;No;No;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;60;59;64;59;CONTROL ENGINEERING;74;45;26;79;86;147;158;69;4;3;2;2
M;No;Yes;No;Yes;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;55;52;57;66;48;CIVIL ENGINEERING;99;76;75;57;55;55;171;83;5;4;1;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;53;41;49;48;42;CIVIL ENGINEERING;65;28;23;36;23;136;134;31;2;2;1;2
M;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;75;67;66;68;58;ELECTRONIC ENGINEERING;95;72;4;62;85;167;158;68;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;85;67;66;74;73;INDUSTRIAL ENGINEERING;98;89;99;94;6;149;183;93;5;4;2;2
F;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;67;64;69;66;57;INDUSTRIAL ENGINEERING;72;31;42;28;17;145;138;36;2;2;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;59;62;57;56;64;INDUSTRIAL ENGINEERING;64;45;8;74;78;142;148;53;3;3;4;2
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;59;64;60;67;67;CIVIL ENGINEERING;52;88;79;80;42;42;165;78;4;4;4;4
F;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;54;49;48;51;63;INDUSTRIAL ENGINEERING;53;68;39;52;59;138;150;57;3;3;1;2
M;No;Yes;No;No;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;69;57;61;72;57;INDUSTRIAL ENGINEERING;100;98;93;77;87;210;195;98;5;4;1;2
M;No;No;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;96;74;83;100;85;CIVIL ENGINEERING;100;100;98;97;88;195;211;100;5;4;4;4
F;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;64;64;92;75;INDUSTRIAL ENGINEERING;82;88;74;85;93;74;182;92;5;4;4;2
M;Yes;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;77;76;91;73;INDUSTRIAL ENGINEERING;100;95;86;88;73;187;194;97;5;4;2;2
M;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;72;69;54;73;CATASTRAL ENGINEERING AND GEODESY;87;90;97;88;82;97;188;95;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;77;74;85;82;ELECTRONIC ENGINEERING;100;84;88;98;98;88;201;99;5;4;2;2
F;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;75;52;66;85;75;CHEMICAL ENGINEERING;90;92;88;98;100;198;200;99;5;4;3;4
M;Yes;No;Yes;Yes;No;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;87;87;81;77;90;CHEMICAL ENGINEERING;99;100;94;99;66;190;201;99;5;4;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;72;68;68;58;CIVIL ENGINEERING;74;69;33;64;22;22;150;56;3;3;4;4
M;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;62;64;61;68;64;ELECTRONIC ENGINEERING;97;77;75;61;19;97;165;78;4;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;64;62;68;95;ELECTRONIC ENGINEERING;79;99;53;93;72;53;180;91;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;55;52;50;59;90;INDUSTRIAL ENGINEERING;66;58;18;93;93;119;164;76;4;4;3;2
M;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;62;57;53;73;INDUSTRIAL ENGINEERING;83;83;77;93;74;144;179;90;5;4;4;4
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;38;56;55;48;45;CIVIL ENGINEERING;60;59;46;35;86;132;153;62;4;3;1;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;55;64;67;60;INDUSTRIAL ENGINEERING;95;93;83;75;67;195;181;91;5;4;3;2
M;No;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;65;54;59;75;53;INDUSTRIAL ENGINEERING;99;83;80;30;37;37;167;80;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;62;70;69;77;60;INDUSTRIAL ENGINEERING;85;74;93;82;77;93;179;90;5;4;1;2
M;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;49;67;60;60;53;INDUSTRIAL ENGINEERING;55;71;45;74;93;172;164;76;4;4;4;2
M;No;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;58;59;64;61;48;CIVIL ENGINEERING;70;57;76;44;64;156;158;68;4;3;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;72;50;55;65;62;ELECTRONIC ENGINEERING;60;77;72;86;89;164;173;86;5;4;3;4
M;No;No;No;Yes;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;50;46;50;50;46;INDUSTRIAL ENGINEERING;81;27;57;50;35;158;147;52;3;3;1;2
F;No;No;No;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;64;70;81;68;60;INDUSTRIAL ENGINEERING;98;85;99;69;22;213;178;90;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;73;70;66;75;53;INDUSTRIAL ENGINEERING;93;98;46;64;75;204;173;86;5;4;2;4
F;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;62;59;64;71;70;CHEMICAL ENGINEERING;77;86;62;79;71;79;170;83;5;4;2;3
M;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;50;49;61;58;MECHANICAL ENGINEERING;84;24;23;77;13;147;142;43;3;2;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;53;53;68;53;CHEMICAL ENGINEERING;91;80;46;85;57;85;168;81;5;4;2;3
M;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;79;71;65;62;INDUSTRIAL ENGINEERING;93;87;81;77;71;71;178;89;5;4;2;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;51;60;57;57;41;MECHANICAL ENGINEERING;93;63;51;52;87;180;166;78;4;4;4;2
