GENDER;INTERNET;TV;COMPUTER;WASHING_MCH;MIC_OVEN;CAR;DVD;FRESH;PHONE;MOBILE;SCHOOL_NAT;SCHOOL_TYPE;MAT_S11;CR_S11;CC_S11;BIO_S11;ENG_S11;ACADEMIC_PROGRAM;QR_PRO;CR_PRO;CC_PRO;ENG_PRO;WC_PRO;FEP_PRO;G_SC;PERCENTILE;2ND_DECILE;QUARTILE;SEL;SEL_IHE
F;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;61;56;47;55;INDUSTRIAL ENGINEERING;28;18;12;65;78;78;136;34;2;2;1;3
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;61;70;78;78;CIVIL ENGINEERING;95;88;82;91;33;177;178;90;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;65;56;49;53;57;CIVIL ENGINEERING;88;9;39;79;66;189;152;60;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;60;52;53;63;48;CIVIL ENGINEERING;64;77;36;62;74;132;158;68;4;3;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;87;77;81;90;CIVIL ENGINEERING;100;99;88;91;56;170;208;100;5;4;4;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;70;71;70;75;65;CIVIL ENGINEERING;99;93;97;89;45;45;189;96;5;4;4;3
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;48;52;51;51;62;ELECTRONIC ENGINEERING;27;57;46;74;24;116;144;47;3;2;2;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;64;67;69;55;INDUSTRIAL ENGINEERING;91;77;58;32;13;136;152;60;4;3;2;3
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;45;62;53;57;53;INDUSTRIAL ENGINEERING;45;38;49;51;48;172;143;45;3;2;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;64;66;65;65;68;INDUSTRIAL ENGINEERING;61;65;58;81;46;164;158;69;4;3;4;4
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;77;59;56;71;67;MECHANICAL ENGINEERING;100;67;69;76;62;166;174;87;5;4;4;4
M;No;No;No;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;42;61;60;70;59;INDUSTRIAL ENGINEERING;76;4;9;3;74;127;126;19;1;1;2;1
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;PRIVATE;TECHNICAL/ACADEMIC;55;56;64;59;55;INDUSTRIAL ENGINEERING;56;38;63;62;91;118;158;69;4;3;4;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;86;62;70;67;78;CIVIL ENGINEERING;98;95;76;92;84;84;190;96;5;4;4;3
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;50;43;39;52;42;INDUSTRIAL ENGINEERING;85;34;14;37;71;88;145;48;3;2;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;76;69;67;81;64;ELECTRONIC ENGINEERING;95;94;10;62;29;174;157;67;4;3;3;2
M;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL;70;68;58;72;65;TRANSPORTATION AND ROAD ENGINEERING;100;75;58;61;99;183;182;92;5;4;2;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;62;52;47;54;52;CIVIL ENGINEERING;80;3;12;47;9;92;124;16;1;1;4;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;70;48;33;66;65;MECHANICAL ENGINEERING;96;83;57;83;89;153;180;91;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;65;50;51;61;57;CIVIL ENGINEERING;80;37;86;8;13;146;144;46;3;2;2;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;45;46;45;46;42;INDUSTRIAL ENGINEERING;8;6;3;12;42;102;109;5;1;1;4;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;52;48;49;64;54;CIVIL ENGINEERING;77;51;79;50;79;178;162;74;4;3;2;2
M;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;58;68;56;66;52;CIVIL ENGINEERING;88;75;27;69;24;141;154;63;4;3;2;1
F;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;63;57;52;48;58;CIVIL ENGINEERING;88;35;68;65;43;135;156;66;4;3;1;1
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;61;45;50;61;72;CHEMICAL ENGINEERING;83;58;39;72;36;136;154;63;4;3;4;3
M;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;47;38;32;41;39;INDUSTRIAL ENGINEERING;35;16;14;8;4;114;113;7;1;1;2;1
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;71;62;56;72;59;CHEMICAL ENGINEERING;98;88;80;74;82;165;182;92;5;4;2;2
F;No;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PRIVATE;TECHNICAL;32;46;45;32;43;INDUSTRIAL ENGINEERING;1;1;6;29;27;107;102;3;1;1;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;60;57;58;58;64;INDUSTRIAL ENGINEERING;87;27;82;51;81;133;162;74;4;3;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;PRIVATE;ACADEMIC;65;61;56;69;59;CIVIL ENGINEERING;95;74;25;57;73;120;161;72;4;3;4;1
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;52;54;51;55;49;INDUSTRIAL ENGINEERING;63;18;4;29;84;129;135;31;2;2;4;1
M;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;No;PUBLIC;TECHNICAL;81;61;56;72;70;CIVIL ENGINEERING;99;76;77;80;76;167;180;91;5;4;4;1
F;No;No;Yes;No;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;73;71;62;71;62;CATASTRAL ENGINEERING AND GEODESY;94;84;83;81;99;83;190;96;5;4;1;2
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;54;65;58;65;49;CIVIL ENGINEERING;99;66;97;64;79;177;181;92;5;4;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;68;62;68;65;CIVIL ENGINEERING;99;84;37;88;45;121;172;84;5;4;4;4
M;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;50;53;54;46;52;MECHANICAL ENGINEERING;20;4;18;43;27;106;120;12;1;1;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;62;58;70;82;MECHANICAL ENGINEERING;100;71;83;96;83;167;189;96;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;48;58;49;54;57;CIVIL ENGINEERING;53;15;30;68;67;123;143;45;3;2;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;53;55;54;56;58;CIVIL ENGINEERING;28;22;49;63;98;116;152;59;3;3;2;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;57;58;57;57;ELECTRIC ENGINEERING;87;49;7;43;39;39;141;42;3;2;4;4
M;No;No;Yes;No;Yes;No;Yes;No;Yes;Yes;PUBLIC;ACADEMIC;58;55;52;54;46;CIVIL ENGINEERING;59;60;64;4;53;170;143;45;3;2;2;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;67;62;60;65;54;MECHANICAL ENGINEERING;90;94;51;70;98;98;180;91;5;4;4;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;56;64;56;62;53;CHEMICAL ENGINEERING;84;89;89;81;96;81;186;94;5;4;3;3
F;No;No;Yes;No;No;No;No;Yes;No;No;PUBLIC;TECHNICAL;81;68;73;78;64;CHEMICAL ENGINEERING;100;69;91;84;35;165;178;90;5;4;2;2
M;No;Yes;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;49;56;47;52;42;CIVIL ENGINEERING;62;17;34;4;3;136;120;12;1;1;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;87;68;73;87;82;CIVIL ENGINEERING;100;97;99;100;96;209;212;100;5;4;4;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;87;67;67;63;50;INDUSTRIAL ENGINEERING;61;68;20;43;36;166;143;44;3;2;2;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;76;71;82;87;82;CIVIL ENGINEERING;100;96;75;86;84;170;191;97;5;4;4;1
M;No;Yes;Yes;No;No;No;No;Yes;Yes;No;PRIVATE;TECHNICAL;55;64;60;66;42;CIVIL ENGINEERING;84;44;64;2;43;43;143;45;3;2;2;3
F;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;63;57;62;60;59;CHEMICAL ENGINEERING;84;65;39;64;87;64;163;75;4;4;2;3
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;71;69;67;70;58;INDUSTRIAL ENGINEERING;77;74;58;73;24;161;158;68;4;3;4;2
M;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;56;45;46;34;48;INDUSTRIAL ENGINEERING;30;45;30;34;54;111;136;34;2;2;2;2
F;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;58;61;58;60;72;INDUSTRIAL ENGINEERING;62;89;62;85;89;150;174;86;5;4;2;3
F;No;Yes;No;No;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;61;51;60;55;42;INDUSTRIAL ENGINEERING;71;50;59;27;98;128;161;73;4;3;1;1
M;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;82;77;73;87;76;INDUSTRIAL ENGINEERING;90;89;87;87;59;178;180;91;5;4;4;2
M;No;No;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;55;46;51;58;49;CIVIL ENGINEERING;44;17;7;5;84;144;127;21;2;1;1;2
F;No;No;No;No;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;50;58;43;52;46;INDUSTRIAL ENGINEERING;51;72;80;62;49;90;158;69;4;3;1;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;57;69;70;65;80;MECHANICAL ENGINEERING;93;60;94;98;79;157;186;94;5;4;4;4
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;50;55;48;58;50;CIVIL ENGINEERING;76;72;70;54;56;163;160;71;4;3;1;2
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL/ACADEMIC;86;74;91;77;65;CIVIL ENGINEERING;100;97;93;83;68;178;194;97;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;81;81;100;87;82;ELECTRONIC ENGINEERING;95;81;96;99;91;196;195;98;5;4;4;4
M;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;63;59;62;74;49;CIVIL ENGINEERING;56;58;65;60;0;144;124;16;1;1;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;57;58;58;61;49;CIVIL ENGINEERING;75;26;44;83;30;30;150;57;3;3;2;3
F;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;46;59;56;65;48;INDUSTRIAL ENGINEERING;56;64;8;7;15;182;127;21;2;1;1;2
M;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;69;37;54;58;52;INDUSTRIAL ENGINEERING;83;56;63;68;75;150;163;75;4;4;1;2
F;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;62;56;62;54;INDUSTRIAL ENGINEERING;68;5;16;77;40;165;137;34;2;2;4;3
M;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;67;62;51;57;65;CIVIL ENGINEERING;82;44;8;76;3;121;137;35;2;2;2;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;48;45;48;49;INDUSTRIAL ENGINEERING;57;16;15;51;27;133;132;27;2;2;2;2
F;No;Yes;No;No;Yes;No;Yes;Yes;Yes;No;PRIVATE;TECHNICAL/ACADEMIC;48;42;50;52;52;INDUSTRIAL ENGINEERING;44;33;68;40;83;134;150;57;3;3;1;2
M;No;No;Yes;No;No;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;67;62;77;63;53;ELECTRONIC ENGINEERING;98;82;93;66;42;195;176;88;5;4;1;2
F;Yes;Yes;Yes;No;No;No;Yes;Yes;Yes;Yes;PRIVATE;TECHNICAL;64;62;58;60;68;INDUSTRIAL ENGINEERING;99;35;75;78;99;99;181;91;5;4;3;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;53;69;70;69;67;CIVIL ENGINEERING;86;97;76;86;53;203;178;89;5;4;4;2
M;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;48;48;49;55;49;INDUSTRIAL ENGINEERING;63;12;20;31;30;91;131;25;2;2;4;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;55;66;56;71;54;CIVIL ENGINEERING;96;80;81;72;18;175;168;81;5;4;2;1
M;No;No;Yes;No;Yes;No;No;Yes;Yes;No;PRIVATE;TECHNICAL/ACADEMIC;39;43;43;42;42;INDUSTRIAL ENGINEERING;37;13;43;5;71;125;131;26;2;2;1;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;48;64;65;63;58;ELECTRONIC ENGINEERING;55;84;58;66;43;138;157;68;4;3;2;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;63;59;67;70;53;ELECTRONIC ENGINEERING;99;53;54;63;37;145;161;72;4;3;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;66;58;54;70;52;CHEMICAL ENGINEERING;77;59;74;67;93;181;169;82;5;4;2;4
F;No;Yes;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;60;69;73;63;55;CATASTRAL ENGINEERING AND GEODESY;68;95;71;65;68;71;170;83;5;4;1;2
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;81;64;45;67;90;CIVIL ENGINEERING;91;54;13;88;5;93;147;52;3;3;3;1
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;58;45;52;60;53;CIVIL ENGINEERING;80;62;75;47;17;139;153;62;4;3;2;2
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;TECHNICAL;82;44;43;56;54;CIVIL ENGINEERING;88;24;67;36;13;130;144;47;3;2;2;1
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;53;56;60;61;57;INDUSTRIAL ENGINEERING;67;45;49;63;73;148;155;64;4;3;2;1
M;No;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL;60;48;47;52;50;INDUSTRIAL ENGINEERING;52;7;16;32;45;158;127;20;2;1;2;2
M;No;No;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;64;66;73;74;59;CHEMICAL ENGINEERING;95;76;21;78;69;149;164;77;4;4;1;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;64;64;60;69;70;INDUSTRIAL ENGINEERING;89;66;58;88;94;158;177;89;5;4;4;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;96;66;65;66;58;CIVIL ENGINEERING;88;85;64;65;90;175;174;87;5;4;2;2
F;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;43;57;52;48;52;INDUSTRIAL ENGINEERING;13;50;11;69;41;120;133;29;2;2;3;1
M;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;49;51;44;30;53;INDUSTRIAL ENGINEERING;42;3;43;18;73;139;132;27;2;2;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;73;56;56;56;54;INDUSTRIAL ENGINEERING;79;50;48;63;9;138;146;50;3;3;2;2
F;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;65;63;60;69;58;INDUSTRIAL ENGINEERING;88;87;91;67;71;193;177;89;5;4;2;2
M;Yes;No;No;No;No;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;65;49;44;58;48;INDUSTRIAL ENGINEERING;57;52;40;42;26;130;142;43;3;2;2;1
M;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;58;66;70;64;72;MECHATRONICS ENGINEERING;78;47;38;78;47;128;154;62;4;3;1;2
F;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;64;60;69;62;INDUSTRIAL ENGINEERING;82;62;79;68;19;152;159;70;4;3;4;3
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;87;71;91;87;82;MECHANICAL ENGINEERING;99;97;97;100;50;194;198;99;5;4;3;3
F;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;64;52;47;61;65;INDUSTRIAL ENGINEERING;67;57;80;81;75;159;168;80;5;4;2;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;PRIVATE;ACADEMIC;100;75;70;87;85;MECHANICAL ENGINEERING;100;99;58;94;86;129;195;98;5;4;2;4
F;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;61;64;60;64;62;CIVIL ENGINEERING;95;74;73;65;34;170;166;78;4;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;71;69;67;74;60;INDUSTRIAL ENGINEERING;97;21;60;85;20;20;158;69;4;3;4;4
F;Yes;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;56;64;56;62;59;INDUSTRIAL ENGINEERING;83;83;67;79;22;151;164;77;4;4;1;2
F;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;74;72;70;74;60;INDUSTRIAL ENGINEERING;89;95;96;81;53;173;183;92;5;4;4;2
F;No;No;Yes;No;Yes;No;No;Yes;No;Yes;PUBLIC;TECHNICAL;87;77;77;72;85;ELECTRONIC ENGINEERING;98;96;98;96;92;172;202;99;5;4;4;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;76;74;56;74;76;INDUSTRIAL ENGINEERING;100;78;11;91;39;190;167;80;5;4;2;2
M;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;64;62;58;67;52;INDUSTRIAL ENGINEERING;87;17;9;59;71;168;144;46;3;2;2;3
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;66;64;64;53;46;INDUSTRIAL ENGINEERING;94;24;40;61;14;166;146;50;3;3;2;3
F;No;No;Yes;No;Yes;No;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;65;69;60;67;78;TRANSPORTATION AND ROAD ENGINEERING;93;92;96;84;42;212;182;92;5;4;1;1
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;57;60;58;69;74;INDUSTRIAL ENGINEERING;68;69;63;90;69;156;169;81;5;4;2;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;58;57;62;55;54;CIVIL ENGINEERING;83;63;80;28;26;146;154;63;4;3;4;2
M;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;46;38;42;58;40;ELECTRONIC ENGINEERING;76;34;36;53;45;115;145;49;3;2;2;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PRIVATE;ACADEMIC;76;64;58;69;68;INDUSTRIAL ENGINEERING;91;97;66;90;6;169;170;82;5;4;2;4
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;77;71;82;72;72;CIVIL ENGINEERING;85;100;89;79;11;208;176;88;5;4;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;53;64;65;63;65;INDUSTRIAL ENGINEERING;51;89;98;68;68;164;174;86;5;4;2;2
M;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;65;54;45;55;49;CIVIL ENGINEERING;75;60;52;35;19;124;146;50;3;3;3;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;68;68;70;72;60;MECHATRONICS ENGINEERING;51;83;92;90;66;140;175;87;5;4;4;2
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;71;81;70;72;64;CIVIL ENGINEERING;98;92;84;72;11;192;172;85;5;4;2;2
F;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;57;62;77;58;50;INDUSTRIAL ENGINEERING;88;63;90;33;64;185;164;77;4;4;2;2
M;No;No;No;No;No;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;73;69;67;71;62;ELECTRIC ENGINEERING;99;72;51;74;19;150;164;76;4;4;2;2
M;No;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;57;46;55;55;50;CIVIL ENGINEERING;56;9;29;52;43;134;135;31;2;2;2;2
F;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;61;53;56;57;46;INDUSTRIAL ENGINEERING;64;14;54;66;2;2;135;31;2;2;1;4
M;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;PRIVATE;ACADEMIC;73;57;62;56;55;ELECTRONIC ENGINEERING;66;10;6;86;1;80;123;15;1;1;2;4
M;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;56;52;62;58;52;MECHANICAL ENGINEERING;95;61;53;37;14;184;151;59;3;3;4;2
M;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;PUBLIC;ACADEMIC;55;38;58;55;54;INDUSTRIAL ENGINEERING;53;28;15;49;84;128;142;44;3;2;4;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;PUBLIC;ACADEMIC;63;72;73;63;59;CHEMICAL ENGINEERING;97;100;83;82;0;82;158;68;4;3;2;3
F;No;No;No;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;61;58;58;59;50;CIVIL ENGINEERING;88;61;68;82;93;144;175;87;5;4;1;2
F;Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;51;59;60;57;57;CIVIL ENGINEERING;64;64;76;65;22;163;155;65;4;3;3;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL/ACADEMIC;54;59;54;54;57;CIVIL ENGINEERING;72;52;48;36;62;192;150;57;3;3;1;2
M;Yes;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;55;60;60;66;67;CIVIL ENGINEERING;96;99;93;78;88;189;192;97;5;4;4;2
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;ACADEMIC;68;56;58;70;65;CIVIL ENGINEERING;74;36;61;70;17;141;150;56;3;3;4;2
M;Yes;Yes;Yes;No;No;Yes;No;Yes;Yes;No;PUBLIC;TECHNICAL/ACADEMIC;49;45;52;55;52;CIVIL ENGINEERING;48;3;11;18;18;106;117;9;1;1;4;2
M;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;PUBLIC;ACADEMIC;64;51;56;70;42;CIVIL ENGINEERING;99;70;65;1;75;176;158;68;4;3;2;2
M;No;Yes;No;No;No;No;Yes;Yes;No;Yes;PUBLIC;TECHNICAL;73;66;65;63;40;ELECTRONIC ENGINEERING;86;82;53;14;63;165;156;66;4;3;1;1
F;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;PUBLIC;TECHNICAL;65;63;56;65;44;INDUSTRIAL ENGINEERING;76;77;75;59;20;172;158;69;4;3;4;2
